"Willard","Kolmetz","618 W Yakima Ave","Irving","TX",75062,"972-303-9197","willard@hotmail.com"
"Maryann","Royster","74 S Westgate St","Albany","NY",12204,"518-966-7987","mroyster@royster.com"
"Alisha","Slusarski","3273 State St","Middlesex","NJ","08846","732-658-3154","alisha@slusarski.com"
"Allene","Iturbide","1 Central Ave","Stevens Point","WI",54481,"715-662-6764","allene_iturbide@cox.net"
"Chanel","Caudy","86 Nw 66th St #8673","Shawnee","KS",66218,"913-388-2079","chanel.caudy@caudy.org"
"Ezekiel","Chui","2 Cedar Ave #84","Easton","MD",21601,"410-669-1642","ezekiel@chui.com"
"Willow","Kusko","90991 Thorburn Ave","New York","NY",10011,"212-582-4976","wkusko@yahoo.com"
"Bernardo","Figeroa","386 9th Ave N","Conroe","TX",77301,"936-336-3951","bfigeroa@aol.com"
"Ammie","Corrio","74874 Atlantic Ave","Columbus","OH",43215,"614-801-9788","ammie@corrio.com"
"Francine","Vocelka","366 South Dr","Las Cruces","NM",88011,"505-977-3911","francine_vocelka@vocelka.com"
"Ernie","Stenseth","45 E Liberty St","Ridgefield Park","NJ","07660","201-709-6245","ernie_stenseth@aol.com"
"Albina","Glick","4 Ralph Ct","Dunellen","NJ","08812","732-924-7882","albina@glick.com"
"Alishia","Sergi","2742 Distribution Way","New York","NY",10025,"212-860-1579","asergi@gmail.com"
"Solange","Shinko","426 Wolf St","Metairie","LA",70002,"504-979-9175","solange@shinko.com"
"Jose","Stockham","128 Bransten Rd","New York","NY",10011,"212-675-8570","jose@yahoo.com"
"Rozella","Ostrosky","17 Morena Blvd","Camarillo","CA",93012,"805-832-6163","rozella.ostrosky@ostrosky.com"
"Valentine","Gillian","775 W 17th St","San Antonio","TX",78204,"210-812-9597","valentine_gillian@gmail.com"
"Kati","Rulapaugh","6980 Dorsett Rd","Abilene","KS",67410,"785-463-7829","kati.rulapaugh@hotmail.com"
"Youlanda","Schemmer","2881 Lewis Rd","Prineville","OR",97754,"541-548-8197","youlanda@aol.com"
"Dyan","Oldroyd","7219 Woodfield Rd","Overland Park","KS",66204,"913-413-4604","doldroyd@aol.com"
"Roxane","Campain","1048 Main St","Fairbanks","AK",99708,"907-231-4722","roxane@hotmail.com"
"Lavera","Perin","678 3rd Ave","Miami","FL",33196,"305-606-7291","lperin@perin.org"
"Erick","Ferencz","20 S Babcock St","Fairbanks","AK",99712,"907-741-1044","erick.ferencz@aol.com"
"Fatima","Saylors","2 Lighthouse Ave","Hopkins","MN",55343,"952-768-2416","fsaylors@saylors.org"
"Jina","Briddick","38938 Park Blvd","Boston","MA","02128","617-399-5124","jina_briddick@briddick.com"
"Kanisha","Waycott","5 Tomahawk Dr","Los Angeles","CA",90006,"323-453-2780","kanisha_waycott@yahoo.com"
"Emerson","Bowley","762 S Main St","Madison","WI",53711,"608-336-7444","emerson.bowley@bowley.org"
"Blair","Malet","209 Decker Dr","Philadelphia","PA",19132,"215-907-9111","bmalet@yahoo.com"
"Brock","Bolognia","4486 W O St #1","New York","NY",10003,"212-402-9216","bbolognia@yahoo.com"
"Lorrie","Nestle","39 S 7th St","Tullahoma","TN",37388,"931-875-6644","lnestle@hotmail.com"
"Sabra","Uyetake","98839 Hawthorne Blvd #6101","Columbia","SC",29201,"803-925-5213","sabra@uyetake.org"
"Marjory","Mastella","71 San Mateo Ave","Wayne","PA",19087,"610-814-5533","mmastella@mastella.com"
"Karl","Klonowski","76 Brooks St #9","Flemington","NJ","08822","908-877-6135","karl_klonowski@yahoo.com"
"Tonette","Wenner","4545 Courthouse Rd","Westbury","NY",11590,"516-968-6051","twenner@aol.com"
"Amber","Monarrez","14288 Foster Ave #4121","Jenkintown","PA",19046,"215-934-8655","amber_monarrez@monarrez.org"
"Shenika","Seewald","4 Otis St","Van Nuys","CA",91405,"818-423-4007","shenika@gmail.com"
"Delmy","Ahle","65895 S 16th St","Providence","RI","02909","401-458-2547","delmy.ahle@hotmail.com"
"Deeanna","Juhas","14302 Pennsylvania Ave","Huntingdon Valley","PA",19006,"215-211-9589","deeanna_juhas@gmail.com"
"Blondell","Pugh","201 Hawk Ct","Providence","RI","02904","401-960-8259","bpugh@aol.com"
"Jamal","Vanausdal","53075 Sw 152nd Ter #615","Monroe Township","NJ","08831","732-234-1546","jamal@vanausdal.org"
"Cecily","Hollack","59 N Groesbeck Hwy","Austin","TX",78731,"512-486-3817","cecily@hollack.org"
"Carmelina","Lindall","2664 Lewis Rd","Littleton","CO",80126,"303-724-7371","carmelina_lindall@lindall.com""
"Maurine"   ,"Yglesias"     ,"59ShadyLn#53"                   ,"Milwaukee"        ,"WI",53214  ,"414-748-1374","maurine_yglesias@yglesias.com"
"Tawna"     ,"Buvens"       ,"3305NabellAve#679"              ,"NewYork"          ,"NY",10009  ,"212-674-9610","tawna@gmail.com"
"Penney"    ,"Weight"       ,"18FountainSt"                   ,"Anchorage"        ,"AK",99515  ,"907-797-9628","penney_weight@aol.com"
"Elly"      ,"Morocco"      ,"7W32ndSt"                       ,"Erie"             ,"PA",16502  ,"814-393-5571","elly_morocco@gmail.com"
"Ilene"     ,"Eroman"       ,"2853SCentralExpy"               ,"GlenBurnie"       ,"MD",21061  ,"410-914-9018","ilene.eroman@hotmail.com"
"Vallie"    ,"Mondella"     ,"74WCollegeSt"                   ,"Boise"            ,"ID",83707  ,"208-862-5339","vmondella@mondella.com"
"Kallie"    ,"Blackwood"    ,"701SHarrisonRd"                 ,"SanFrancisco"     ,"CA",94104  ,"415-315-2761","kallie.blackwood@gmail.com"
"Johnetta"  ,"Abdallah"     ,"1088PinehurstSt"                ,"ChapelHill"       ,"NC",27514  ,"919-225-9345","johnetta_abdallah@aol.com"
"Bobbye"    ,"Rhym"         ,"30W80thSt#1995"                 ,"SanCarlos"        ,"CA",94070  ,"650-528-5783","brhym@rhym.com"
"Micaela"   ,"Rhymes"       ,"20932HedleySt"                  ,"Concord"          ,"CA",94520  ,"925-647-3298","micaela_rhymes@gmail.com"
"Tamar"     ,"Hoogland"     ,"2737PistorioRd#9230"            ,"London"           ,"OH",43140  ,"740-343-8575","tamar@hotmail.com"
"Moon"      ,"Parlato"      ,"74989BrandonSt"                 ,"Wellsville"       ,"NY",14895  ,"585-866-8313","moon@yahoo.com"
"Laurel"    ,"Reitler"      ,"6KainsAve"                      ,"Baltimore"        ,"MD",21215  ,"410-520-4832","laurel_reitler@reitler.com"
"Delisa"    ,"Crupi"        ,"47565WGrandAve"                 ,"Newark"           ,"NJ","07105","973-354-2040","delisa.crupi@crupi.com"
"Viva"      ,"Toelkes"      ,"4284DorigoLn"                   ,"Chicago"          ,"IL",60647  ,"773-446-5569","viva.toelkes@gmail.com"
"Elza"      ,"Lipke"        ,"6794LakeDrE"                    ,"Newark"           ,"NJ","07104","973-927-3447","elza@yahoo.com"
"Devorah"   ,"Chickering"   ,"31DouglasBlvd#950"              ,"Clovis"           ,"NM",88101  ,"505-975-8559","devorah@hotmail.com"
"Timothy"   ,"Mulqueen"     ,"44W4thSt"                       ,"StatenIsland"     ,"NY",10309  ,"718-332-6527","timothy_mulqueen@mulqueen.org"
"Arlette"   ,"Honeywell"    ,"11279LoytanSt"                  ,"Jacksonville"     ,"FL",32254  ,"904-775-4480","ahoneywell@honeywell.com"
"Dominque"  ,"Dickerson"    ,"69MarquetteAve"                 ,"Hayward"          ,"CA",94545  ,"510-993-3758","dominque.dickerson@dickerson.org"
"Lettie"    ,"Isenhower"    ,"70WMainSt"                      ,"Beachwood"        ,"OH",44122  ,"216-657-7668","lettie_isenhower@yahoo.com"
"Myra"      ,"Munns"        ,"461ProspectPl#316"              ,"Euless"           ,"TX",76040  ,"817-914-7518","mmunns@cox.net"
"Stephaine" ,"Barfield"     ,"47154WhippleAveNw"              ,"Gardena"          ,"CA",90247  ,"310-774-7643","stephaine@barfield.com"
"Lai"       ,"Gato"         ,"37AlabamaAve"                   ,"Evanston"         ,"IL",60201  ,"847-728-7286","lai.gato@gato.org"
"Stephen"   ,"Emigh"        ,"3777ERichmondSt#900"            ,"Akron"            ,"OH",44302  ,"330-537-5358","stephen_emigh@hotmail.com"
"Tyra"      ,"Shields"      ,"3FortWorthAve"                  ,"Philadelphia"     ,"PA",19106  ,"215-255-1641","tshields@gmail.com"
"Tammara"   ,"Wardrip"      ,"4800BlackHorsePike"             ,"Burlingame"       ,"CA",94010  ,"650-803-1936","twardrip@cox.net"
"Cory"      ,"Gibes"        ,"83649WBelmontAve"               ,"SanGabriel"       ,"CA",91776  ,"626-572-1096","cory.gibes@gmail.com"
"Danica"    ,"Bruschke"     ,"84015thAve"                   ,"Waco"             ,"TX",76708  ,"254-782-8569","danica_bruschke@gmail.com"
"Wilda"     ,"Giguere"      ,"1747CalleAmanecer#2"         ,"Anchorage"        ,"AK",99501  ,"907-870-5536","wilda@cox.net"
"Elvera"    ,"Benimadho"    ,"99385CharitySt#840"          ,"SanJose"         ,"CA",95110  ,"408-703-8505","elvera.benimadho@cox.net"
"Carma"     ,"Vanheusen"    ,"68556CentralHwy"              ,"SanLeandro"      ,"CA",94577  ,"510-503-7169","carma@cox.net"
"Malinda"   ,"Hochard"      ,"55RiversideAve"               ,"Indianapolis"     ,"IN",46202  ,"317-722-5066","malinda.hochard@yahoo.com"
"Natalie"   ,"Fern"         ,"7140UniversityAve"            ,"RockSprings"     ,"WY",82901  ,"307-704-8713","natalie.fern@hotmail.com"
"Lisha"     ,"Centini"      ,"645thAve#1153"               ,"McLean"          ,"VA",22102  ,"703-235-3937","lisha@centini.org"m"
"Arlene","Klusman","3SecorRd","NewOrleans","LA",70112,"504-710-5840","arlene_klusman@gmail.com"
"Alease","Buemi","4WebbsChapelRd","Boulder","CO",80303,"303-301-4946","alease@buemi.com"
"Louisa","Cronauer","524LouisianaAveNw","SanLeandro","CA",94577,"510-828-7047","louisa@cronauer.com"
"Angella","Cetta","185 Blackstone Bldge","Honolulu","HI",96817,"808-892-7943","angella.cetta@hotmail.com"
"Cyndy","Goldammer","170 Wyoming Ave","Burnsville","MN",55337,"952-334-9408","cgoldammer@cox.net"
"Rosio","Cork","4 10th St W","High Point","NC",27263,"336-243-5659","rosio.cork@gmail.com"
"Celeste","Korando","7 W Pinhook Rd","Lynbrook","NY",11563,"516-509-2347","ckorando@hotmail.com"
"Twana","Felger","1 Commerce Way","Portland","OR",97224,"503-939-3153","twana.felger@felger.org"
"Estrella","Samu","64 Lakeview Ave","Beloit","WI",53511,"608-976-7199","estrella@aol.com"
"Donte","Kines","3 Aspen St","Worcester","MA","01602","508-429-8576","dkines@hotmail.com"
"Tiffiny","Steffensmeier","32860 Sierra Rd","Miami","FL",33133,"305-385-9695","tiffiny_steffensmeier@cox.net"
"Edna","Miceli","555 Main St","Erie","PA",16502,"814-460-2655","emiceli@miceli.org"
"Sue","Kownacki","2 Se 3rd Ave","Mesquite","TX",75149,"972-666-3413","sue@aol.com"
"Jesusa","Shin","2239 Shawnee Mission Pky","Tullahoma","TN",37388,"931-273-8709","jshin@shin.com"
"Rolland","Francescon","2726 Charcot Ave","Paterson","NJ","07501","973-649-2922","rolland@cox.net"
"Pamella","Schmierer","5161 Dorsett Rd","Homestead","FL",33030,"305-420-8970","pamella.schmierer@schmierer.org"
"Glory","Kulzer","55892 Jacksonville Rd","Owings Mills","MD",21117,"410-224-9462","gkulzer@kulzer.org"
"Shawna","Palaspas","5 N Cleveland Massillon Rd","Thousand Oaks","CA",91362,"805-275-3566","shawna_palaspas@palaspas.org"
"Brandon","Callaro","7 Benton Dr","Honolulu","HI",96819,"808-215-6832","brandon_callaro@hotmail.com"
"Scarlet","Cartan","9390 S Howell Ave","Albany","GA",31701,"229-735-3378","scarlet.cartan@yahoo.com"
"Oretha","Menter","8 County Center Dr #647","Boston","MA","02210","617-418-5043","oretha_menter@yahoo.com"
"Ty","Smith","4646 Kaahumanu St","Hackensack","NJ","07601","201-672-1553","tsmith@aol.com"
"Xuan","Rochin","2 Monroe St","San Mateo","CA",94403,"650-933-5072","xuan@gmail.com"
"Lindsey","Dilello","52777 Leaders Heights Rd","Ontario","CA",91761,"909-639-9887","lindsey.dilello@hotmail.com"
"Devora","Perez","72868 Blackington Ave","Oakland","CA",94606,"510-955-3016","devora_perez@perez.org"
"Herman","Demesa","9 Norristown Rd","Troy","NY",12180,"518-497-2940","hdemesa@cox.net"
"Rory","Papasergi","83 County Road 437 #8581","Clarks Summit","PA",18411,"570-867-7489","rpapasergi@cox.net"
"Talia","Riopelle","1 N Harlem Ave #9","Orange","NJ","07050","973-245-2133","talia_riopelle@aol.com"
"Van","Shire","90131 J St","Pittstown","NJ","08867","908-409-2890","van.shire@shire.com"
"Lucina","Lary","8597 W National Ave","Cocoa","FL",32922,"321-749-4981","lucina_lary@cox.net"
"Bok","Isaacs","6 Gilson St","Bronx","NY",10468,"718-809-3762","bok.isaacs@aol.com"
"Rolande","Spickerman","65 W Maple Ave","Pearl City","HI",96782,"808-315-3077","rolande.spickerman@spickerman.com"
"Howard","Paulas","866 34th Ave","Denver","CO",80231,"303-623-4241","hpaulas@gmail.com"
"Kimbery","Madarang","798 Lund Farm Way","Rockaway","NJ","07866","973-310-1634","kimbery_madarang@cox.net"
"Thurman","Manno","9387 Charcot Ave","Absecon","NJ","08201","609-524-3586","thurman.manno@yahoo.com"
"Becky","Mirafuentes","30553 Washington Rd","Plainfield","NJ","07062","908-877-8409","becky.mirafuentes@mirafuentes.com"
"Beatriz","Corrington","481 W Lemon St","Middleboro","MA","02346","508-584-4279","beatriz@yahoo.com"
"Marti","Maybury","4 Warehouse Point Rd #7","Chicago","IL",60638,"773-775-4522","marti.maybury@yahoo.com"
"Nieves","Gotter","4940 Pulaski Park Dr","Portland","OR",97202,"503-527-5274","nieves_gotter@gmail.com"
"Leatha","Hagele","627 Walford Ave","Dallas","TX",75227,"214-339-1809","lhagele@cox.net"
"Valentin","Klimek","137 Pioneer Way","Chicago","IL",60604,"312-303-5453","vklimek@klimek.org"
"Melissa","Wiklund","61 13 Stoneridge #835","Findlay","OH",45840,"419-939-3613","melissa@cox.net""
"Sheridan"  ,"Zane"         ,"2409AlabamaRd"                  ,"Riverside"        ,"CA",92501  ,"951-645-3605","sheridan.zane@zane.com"
"Bulah"     ,"Padilla"      ,"8927VandeverAve"                ,"Waco"             ,"TX",76707  ,"254-463-4368","bulah_padilla@hotmail.com"
"Audra"     ,"Kohnert"      ,"134LewisRd"                     ,"Nashville"        ,"TN",37211  ,"615-406-7854","audra@kohnert.com"
"Daren"     ,"Weirather"    ,"9NCollegeAve#3"                 ,"Milwaukee"        ,"WI",53216  ,"414-959-2540","dweirather@aol.com"
"Fernanda"  ,"Jillson"      ,"60480OldUsHighway51"            ,"Preston"          ,"MD",21655  ,"410-387-5260","fjillson@aol.com"
"Gearldine" ,"Gellinger"    ,"4BloomfieldAve"                 ,"Irving"           ,"TX",75061  ,"972-934-6914","gearldine_gellinger@gellinger.com"
"Chau"      ,"Kitzman"      ,"429TigerLn"                     ,"BeverlyHills"     ,"CA",90212  ,"310-560-8022","chau@gmail.com"
"Theola"    ,"Frey"         ,"54169NMainSt"                   ,"Massapequa"       ,"NY",11758  ,"516-948-5768","theola_frey@frey.com"
"Cheryl"    ,"Haroldson"    ,"92MainSt"                     ,"AtlanticCity"    ,"NJ","08401","609-518-7697","cheryl@haroldson.org"
"Laticia"   ,"Merced"       ,"72MannixDr"                   ,"Cincinnati"       ,"OH",45203  ,"513-508-7371","lmerced@gmail.com"
"Carissa"   ,"Batman"       ,"12270CatonCenterDr"          ,"Eugene"           ,"OR",97401  ,"541-326-4074","carissa.batman@yahoo.com"
"Lezlie"    ,"Craghead"     ,"749W18thSt#45"              ,"Smithfield"       ,"NC",27577  ,"919-533-3762","lezlie.craghead@craghead.org"
"Ozell"     ,"Shealy"       ,"8IndustryLn"                  ,"NewYork"         ,"NY",10002  ,"212-332-8435","oshealy@hotmail.com"
"Arminda"   ,"Parvis"       ,"1HuntwoodAve"                 ,"Phoenix"          ,"AZ",85017  ,"602-906-9419","arminda@parvis.com"
"Reita"     ,"Leto"         ,"55262NFrenchRd"              ,"Indianapolis"     ,"IN",46240  ,"317-234-1135","reita.leto@gmail.com"
"Yolando"   ,"Luczki"       ,"422E21stSt"                  ,"Syracuse"         ,"NY",13214  ,"315-304-4759","yolando@cox.net"
"Lizette"   ,"Stem"         ,"501N19thAve"                 ,"CherryHill"      ,"NJ","08002","856-487-5412","lizette.stem@aol.com"
"Gregoria"  ,"Pawlowicz"    ,"455NMainAve"                 ,"GardenCity"      ,"NY",11530  ,"516-212-1915","gpawlowicz@yahoo.com"
"Carin"     ,"Deleo"        ,"1844SouthernBlvd"             ,"LittleRock"      ,"AR",72202  ,"501-308-1040","cdeleo@deleo.com"
"Chantell"  ,"Maynerich"    ,"2023GregSt"                   ,"SaintPaul"       ,"MN",55101  ,"651-591-2583","chantell@yahoo.com"
"Dierdre"   ,"Yum"          ,"63381JenksAve"                ,"Philadelphia"     ,"PA",19134  ,"215-325-3042","dyum@yahoo.com"
"Larae"     ,"Gudroe"       ,"6651MunicipalRd"              ,"Houma"            ,"LA",70360  ,"985-890-7262","larae_gudroe@gmail.com"
"Latrice"   ,"Tolfree"      ,"81NorrisAve#525"             ,"Ronkonkoma"       ,"NY",11779  ,"631-957-7624","latrice.tolfree@hotmail.com"
"Kerry"     ,"Theodorov"    ,"6916WMainSt"                 ,"Sacramento"       ,"CA",95827  ,"916-591-3277","kerry.theodorov@gmail.com"
"Dorthy"    ,"Hidvegi"      ,"9635SMainSt"                 ,"Boise"            ,"ID",83704  ,"208-649-2373","dhidvegi@yahoo.com"
"Fannie"    ,"Lungren"      ,"17UsHighway111"              ,"RoundRock"       ,"TX",78664  ,"512-587-5746","fannie.lungren@yahoo.com"
"Evangelina","Radde"        ,"992CivicCenterDr"            ,"Philadelphia"     ,"PA",19123  ,"215-964-3284","evangelina@aol.com"
"Novella"   ,"Degroot"      ,"303NRadcliffeSt"             ,"Hilo"             ,"HI",96720  ,"808-477-4775","novella_degroot@degroot.org"
"Clay"      ,"Hoa"          ,"73SaintAnnSt#86"            ,"Reno"             ,"NV",89502  ,"775-501-8109","choa@hoa.org"
"Jennifer"  ,"Fallick"      ,"4458thSt"                     ,"Wheeling"         ,"IL",60090  ,"847-979-9545","jfallick@yahoo.com"
"Irma"      ,"Wolfgramm"    ,"9745WMainSt"                 ,"Randolph"         ,"NJ","07869","973-545-7355","irma.wolfgramm@hotmail.com"
"Eun"       ,"Coody"        ,"84BloomfieldAve"              ,"Spartanburg"      ,"SC",29301  ,"864-256-3620","eun@yahoo.com"
"Sylvia"    ,"Cousey"       ,"287YoungstownWarrenRd"       ,"Hampstead"        ,"MD",21074  ,"410-209-9545","sylvia_cousey@cousey.org"
"Nana"      ,"Wrinkles"     ,"6VanBurenSt"                 ,"MountVernon"     ,"NY",10553  ,"914-855-2115","nana@aol.com"
"Layla"     ,"Springe"      ,"229NFortyDriv"               ,"NewYork"         ,"NY",10011  ,"212-260-3151","layla.springe@cox.net"
"Joesph"    ,"Degonia"      ,"2887KnowltonSt#5435"         ,"Berkeley"         ,"CA",94710  ,"510-677-9785","joesph_degonia@degonia.org"
"Annabelle" ,"Boord"        ,"523MarquetteAve"              ,"Concord"          ,"MA","01742","978-697-6263","annabelle.boord@cox.net"
"Stephaine" ,"Vinning"      ,"3717HamannIndustrialPky"     ,"SanFrancisco"    ,"CA",94104  ,"415-767-6596","stephaine@cox.net"
"Nelida"    ,"Sawchuk"      ,"3StateRoute35S"             ,"Paramus"          ,"NJ","07652","201-971-1638","nelida@gmail.com"
"Marguerita","Hiatt"        ,"82NHighway67"                ,"Oakley"           ,"CA",94561  ,"925-634-7158","marguerita.hiatt@gmail.com"
"Carmela"   ,"Cookey"       ,"9MurfreesboroRd"              ,"Chicago"          ,"IL",60623  ,"773-494-4195","ccookey@cookey.org"
"Junita"    ,"Brideau"      ,"6SBroadwaySt"                ,"CedarGrove"      ,"NJ","07009","973-943-3423","jbrideau@aol.com"
"Claribel"  ,"Varriano"     ,"6HarryLDr#6327"             ,"Perrysburg"       ,"OH",43551  ,"419-544-4900","claribel_varriano@cox.net"
"Benton"    ,"Skursky"      ,"47939PorterAve"               ,"Gardena"          ,"CA",90248  ,"310-579-2907","benton.skursky@aol.com"
"Hillary"   ,"Skulski"      ,"9WalesRdNe#914"             ,"Homosassa"        ,"FL",34448  ,"352-242-2570","hillary.skulski@aol.com"
"Merilyn"   ,"Bayless"      ,"19513nN"                      ,"SantaClara"      ,"CA",95054  ,"408-758-5015","merilyn_bayless@cox.net"
"Teri"      ,"Ennaco"       ,"99TankFarmRd"                ,"Hazleton"         ,"PA",18201  ,"570-889-5187","tennaco@gmail.com"
"Merlyn"    ,"Lawler"       ,"4671AlemanyBlvd"              ,"JerseyCity"      ,"NJ","07304","201-588-7810","merlyn_lawler@hotmail.com"
"Georgene"  ,"Montezuma"    ,"98UniversityDr"               ,"SanRamon"        ,"CA",94583  ,"925-615-5185","gmontezuma@cox.net"
"Jettie"    ,"Mconnell"     ,"50EWackerDr"                 ,"Bridgewater"      ,"NJ","08807","908-802-3564","jmconnell@hotmail.com"
"Lemuel"    ,"Latzke"       ,"70EuclidAve#722"             ,"Bohemia"          ,"NY",11716  ,"631-748-6479","lemuel.latzke@gmail.com"
"Melodie"   ,"Knipp"        ,"326EMainSt#6496"            ,"ThousandOaks"    ,"CA",91362  ,"805-690-1682","mknipp@gmail.com"
"Candida"   ,"Corbley"      ,"406MainSt"                    ,"Somerville"       ,"NJ","08876","908-275-8357","candida_corbley@hotmail.com"
"Karan"     ,"Karpin"       ,"3ElmwoodDr"                   ,"Beaverton"        ,"OR",97005  ,"503-940-8327","karan_karpin@gmail.com"
"Andra"     ,"Scheyer"      ,"9ChurchSt"                    ,"Salem"            ,"OR",97302  ,"503-516-2189","andra@gmail.com"
"Felicidad" ,"Poullion"     ,"9939N14thSt"                 ,"Riverton"         ,"NJ","08077","856-305-9731","fpoullion@poullion.com"
"Belen"     ,"Strassner"    ,"5384SouthwyckBlvd"            ,"Douglasville"     ,"GA",30135  ,"770-507-8791","belen_strassner@aol.com"
"Gracia"    ,"Melnyk"       ,"97AirportLoopDr"             ,"Jacksonville"     ,"FL",32216  ,"904-235-3633","gracia@melnyk.com"
"Jolanda"   ,"Hanafan"      ,"37855NolanRd"                 ,"Bangor"           ,"ME","04401","207-458-9196","jhanafan@gmail.com"
"Barrett"   ,"Toyama"       ,"4252NWashingtonAve#9"       ,"Kennedale"        ,"TX",76060  ,"817-765-5781","barrett.toyama@toyama.org"
"Helga"     ,"Fredicks"     ,"42754SAshAve"                ,"Buffalo"          ,"NY",14228  ,"716-752-4114","helga_fredicks@yahoo.com"
"Ashlyn"    ,"Pinilla"      ,"703BevilleRd"                 ,"OpaLocka"        ,"FL",33054  ,"305-670-9628","apinilla@cox.net"
"Fausto"    ,"Agramonte"    ,"5HarrisonRd"                  ,"NewYork"         ,"NY",10038  ,"212-313-1783","fausto_agramonte@yahoo.com"m"
"Ronny","Caiafa","73SouthernBlvd","Philadelphia","PA",19103,"215-605-7570","ronny.caiafa@caiafa.org"
"Marge","Limmel","189VillageParkRd","Crestview","FL",32536,"850-430-1663","marge@gmail.com"
"Norah","Waymire","6MiddlegateRd#106","SanFrancisco","CA",94107,"415-306-7897","norah.waymire@gmail.com"
"Aliza","Baltimore","1128DelawareSt","SanJose","CA",95132,"408-504-3552","aliza@aol.com"
"Mozell","Pelkowski","577ParadeSt","SouthSanFrancisco","CA",94080,"650-947-1215","mpelkowski@pelkowski.org"
"Viola","Bitsuie","70MechanicSt","Northridge","CA",91325,"818-864-4875","viola@gmail.com"
"Franklyn","Emard","4379Highway116","Philadelphia","PA",19103,"215-558-8189","femard@emard.com"
"Willodean","Konopacki","55HawthorneBlvd","Lafayette","LA",70506,"337-253-8384","willodean_konopacki@konopacki.org"
"Beckie","Silvestrini","7116WesternAve","Dearborn","MI",48126,"313-533-4884","beckie.silvestrini@silvestrini.com"
"Rebecka","Gesick","2026NPlankintonAve#3","Austin","TX",78754,"512-213-8574","rgesick@gesick.org"
"Frederica","Blunk","99586MainSt","Dallas","TX",75207,"214-428-2285","frederica_blunk@gmail.com"
"Glen","Bartolet","8739HudsonSt","Vashon","WA",98070,"206-697-5796","glen_bartolet@hotmail.com"
"Freeman","Gochal","383GundermanRd#197","Coatesville","PA",19320,"610-476-3501","freeman_gochal@aol.com"
"Vincent","Meinerding","4441PointTermMkt","Philadelphia","PA",19143,"215-372-1718","vincent.meinerding@hotmail.com"
"Rima","Bevelacqua","2972LafayetteAve","Gardena","CA",90248,"310-858-5079","rima@cox.net"
"Glendora","Sarbacher","2140DiamondBlvd","RohnertPark","CA",94928,"707-653-8214","gsarbacher@gmail.com"
"Avery","Steier","93RedmondRd#492","Orlando","FL",32803,"407-808-9439","avery@cox.net"
"Cristy","Lother","3989PortageTr","Escondido","CA",92025,"760-971-4322","cristy@lother.com"
"Nicolette","Brossart","1MidwayRd","Westborough","MA","01581","508-837-9230","nicolette_brossart@brossart.com"
"Tracey","Modzelewski","77132CoonRapidsBlvdNw","Conroe","TX",77301,"936-264-9294","tracey@hotmail.com"
"Virgina","Tegarden","755HarborWay","Milwaukee","WI",53226,"414-214-8697","virgina_tegarden@tegarden.com"
"Tiera","Frankel","87SierraRd","ElMonte","CA",91731,"626-636-4117","tfrankel@aol.com"
